Mahen	huh?
Mahen	lucu kamu teh
Mahen	diem
Mahen	sst
Mahen	jangan diem deng
Mahen	bunyi lagi dong
Mahen	awas aja lagi foto
Mahen	awas aja lo
Mahen	awas aja >:( ngirim foto lucu
Mahen	aku langsung tewas nih
Mahen	ohnyo
bebek quacky	Udah diem tah
Mahen	decutieeeeee
bebek quacky	Heheh udh tau kalau ngirim foto?
bebek quacky	[Voice message]
Mahen	ada bau2 niat kirim foto
bebek quacky	Disuruh bunyi
Mahen	bunyi live?!?!
Mahen	kenapaaaasihhhhhhhhhhkamutehhhhhhhhh
Mahen	dibilangin aku lagi kangen akut
bebek quacky	Runnnnnn
Mahen	jangan bertingkah deh >:(((((((((
Mahen	dimakan geura
bebek quacky	[Voice message]
Mahen	hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
Mahen	sayaaaaaaaaaaaaaaaaaaaaaaaaaangggggggg
Mahen	haiii sayaaaaaaaaaaaaaaang
Mahen	lovlov
bebek quacky	Bunyibunyi uwww
bebek quacky	Heheheheheee
bebek quacky	Disayamh
Mahen	nopleasekuharusfokusmain
Mahen	byepim
bebek quacky	Sudah fokusm
bebek quacky	?
Mahen	yep
Mahen	focusyep
Mahen	loooooooooooooooooooveeeeeeeeeeeeeeee
bebek quacky	Very serious pim
bebek quacky	Pokiwuw
bebek quacky	Masih gaming uw?
Mahen	sst
Mahen	lagi screenshare
bebek quacky	Dimanaa
bebek quacky	Screensharenya?
bebek quacky	Grup cowocowo?
Mahen	Ke ariel
Mahen	Iya
bebek quacky	Hi cowooo
Mahen	Sst
Mahen	Heh
bebek quacky	Wkkwwkwkkwwkwk
Mahen	>:( pim
bebek quacky	Angy?
Mahen	Nopim
bebek quacky	Pom
bebek quacky	Ketemu tuh sabtu kan?
Mahen	sowwy wuww
Mahen	baru tamat gamenya
Mahen	bagus bgt aku cry sama ariel
Mahen	wkwkwk
Mahen	yesspimminguuu sabtuu
Mahen	sleepwelly btwww sowwy baru balesss
bebek quacky	Nyeeee
bebek quacky	Takpapaw
bebek quacky	Morningggg
bebek quacky	Kuwoking duluuu byyyyee
Mahen	Nmlem
Mahen	Aaaaa lavvvv
Mahen	Dikit lagi ketemu
Mahen	Aaaa shakee
bebek quacky	2 hari lagiii
bebek quacky	Bertahan uwwww
bebek quacky	Why dead
Mahen	Wuw mo collapse tak ada wie....
Mahen	Permisi dokter saya kenapa ya?
Mahen	Anda di diagnosis adiksipimmingitis
Mahen	Berapa hari saya bisa hidup dok :(
Mahen	3 hari... jika tidak diobati pimming....
Mahen	Gitu han ceritanya jadi keknya kita harus cepet2 ketemu deh... punten ya 
bebek quacky	Ohnyooooo
bebek quacky	Safe the wuwwww
bebek quacky	Hug break at lunchy
Mahen	Time tooo wawowww
Mahen	Tadapom
bebek quacky	Wawowwwww
bebek quacky	Saatnya gohomeeee
Mahen	:D
Mahen	hompim
Mahen	hugpim
bebek quacky	Disambut :D
Mahen	Itsme
Mahen	Tadapom
bebek quacky	Pomzzzzz
Mahen	Yawuw
Mahen	Wuwya
Mahen	Wuwuwy
bebek quacky	Menurut kamu mending beli buku diskon online atau offline tp blm tentu diskon?
Mahen	Beli buku offline
Mahen	Biar barengnya lama
Mahen	Sama aku
Mahen	Karena aku kangen
Mahen	Kenapa kalo aku kangen korslet
Mahen	Bzzpom
bebek quacky	Hue:)))
bebek quacky	Yaudah nanti beli buku yaaa
Mahen	Lecgooooo
bebek quacky	Pas di pvj 
bebek quacky	Alasannya so pom
bebek quacky	Jadi nanti ke satu tempat saja kah pom???
Mahen	Bisa jadi
Mahen	Soalnya 2 tempat guaranteed macet wkwkkw
Mahen	Ntar cuman dijalan doang jalan2nya
bebek quacky	Wuw ketika jealous be like:
Mahen	WKWKKWKWKWKWKWKWK
Mahen	cembuwuw
Mahen	stowbewwiew
bebek quacky	Aow
bebek quacky	Aow
bebek quacky	Abis poke ilanh
bebek quacky	Nyoooww
Mahen	pokgone
Mahen	>:) kek siapa tuh
bebek quacky	Wuw sedang apaaa
Mahen	abis buang sampah
Mahen	skrg lagi screenshot gambar okayu
Mahen	buat home baru
Mahen	ehehe
Mahen	coolokayu
bebek quacky	Nyweeeeee
bebek quacky	Im ur home!! 
bebek quacky	Home asli bukan home line
Mahen	iyee :))
Mahen	jadiin stroberi dulu gih 
bebek quacky	Kenyang 
Mahen	mnyem
Mahen	aku makan dulu deng bener wkwkwk
Mahen	makan apa wiwuw
bebek quacky	Hokben ajaa
bebek quacky	Kamu
bebek quacky	Akumah makan masakan roemah
Mahen	happy eat woewerino
bebek quacky	Km nanya rekomendasi kan?
Mahen	bukan wkwkwk
Mahen	aku udh order pizza hut wkkw
bebek quacky	Oalaah wkwkwkw
bebek quacky	Hepi eattt
bebek quacky	Wuw
bebek quacky	Kalau budget aku buat sabtu 250k termasuk ice skating kira2 cukup gak yaa?
bebek quacky	Dan kita teh jd mau makan duck king ?
bebek quacky	Ini diluar belanjaan aku ya, pokonya ini buat kegiatan
Mahen	Cukupuwww cukup bangt
bebek quacky	Kalau aku jd beli buku itu beda lagi
Mahen	Oghapimming
bebek quacky	Ice skating berapaan ya?
Mahen	Lupa...
Mahen	Diatas 150k
Mahen	Seinget aku
bebek quacky	200 lah ya
bebek quacky	Aku browsing 178 tp kayak fiktif 
bebek quacky	Bisi lebih
bebek quacky	Kalau 250 ga cukup gimana woew??
bebek quacky	Makannya yang biasa aja kaah?? 
Mahen	tenang aja apasih kamu pura2 panik
Mahen	cubit geura
Mahen	tuh pipi
Mahen	wkwkwk
bebek quacky	Panikkk
bebek quacky	Yaudah kalau gt biar ga gaenakan aku trf dulu ke km 250k nanti pas sabtu keluarinnya dr km aja ya
bebek quacky	Mau gak wuww begituu
Mahen	wkwkwk 
Mahen	kamu gk apa2 keluar 250k?
Mahen	bener?
bebek quacky	Gapapaa
bebek quacky	Budgetnya emng segitu 
Mahen	yaampun wuwuw
bebek quacky	Kam superbigdate akhir taun
Mahen	trf se mau kamu aja sok wkwkwk
Mahen	superrrbigdateeepimmmm
bebek quacky	Mnrt itungan aky mah bakal lebih sih abisnya
bebek quacky	Heheehehehe
bebek quacky	Okapommmm
Mahen	tenang wkwk
Mahen	eh tau rek aku?
bebek quacky	Ngga hehehe
bebek quacky	Mo no rek
Mahen	7772489130
Mahen	BCA
bebek quacky	Okhay
bebek quacky	Makaciii pom2
Mahen	ogapim
Mahen	[Sticker
Mahen	hati2 han
Mahen	ugh... serem
bebek quacky	Nama sama.nimnya beneran dipajang begitu dong
bebek quacky	Serem jg
Mahen	iya
bebek quacky	Tp dia agresif bgt ya
bebek quacky	Udh bilang ga akan melakukan kontak 
bebek quacky	Trs ngontak di grup angkayan
bebek quacky	Kayak nekat bgt
bebek quacky	Ditonton seangkatan
bebek quacky	Kayaknya hrs ke psikolog deh soalnya udh ga normal kayak yg obses
Mahen	yea....
Mahen	dia delete linked in
Mahen	beneran... hancur karirnya
Mahen	yaampun fckin rapist
bebek quacky	Tadinya emanh ada linkedin nya?
Mahen	bahkan km search google masih ada
Mahen	tapi di klik jadi 404
bebek quacky	Fix cuti kuliah sih
Mahen	cuti life
Mahen	masuk pesantren
bebek quacky	Padahal anak olim ya klo di google
bebek quacky	Lebar wkwkwk gara2 ga bisa ngontrol nafsu wkwkw
Mahen	iyea
bebek quacky	Gombal ditengah2???
Mahen	ups
Mahen	sowwy
bebek quacky	Eheheheheh dasar uw
Mahen	weh
Mahen	insta postnya di takedown
Mahen	kwkwk
bebek quacky	Lah kenapa ya
bebek quacky	Ketiduran uwwwww
bebek quacky	Pagiii
Mahen	Gk tau
Mahen	Kekny pelaku ngancem bundir
bebek quacky	Huhu rumit ya masalahnyaa
Mahen	Yea...
Mahen	Jumatan piemieng
Mahen	Aku liat2 lg foto yg dikirim kemaren
Mahen	Why u cute
bebek quacky	Yang mana >:(
bebek quacky	Handsome pimmmm
Mahen	Cutiepie
Mahen	Hawow pimlav ku habis creambath
bebek quacky	Creambath biar besok wangi kahh???
bebek quacky	Nye
bebek quacky	Lagi jerawatan lg pim:((
bebek quacky	Sad pim
bebek quacky	Kubaru sampe hommm
bebek quacky	Tadi dijalannsleepimmm
Mahen	Yespzpzpz
Mahen	Redpim ehe
Mahen	Welkammmmmhommm
Mahen	Sleepim?!?!! 
Mahen	Dsr cutie 
bebek quacky	No red pim!!
Mahen	Pokepipi
bebek quacky	Nyaw
Mahen	Besok jam berapaa hehhh
bebek quacky	Kumomandiiii
bebek quacky	10 di sini?
Mahen	10 disanaa
Mahen	Okeyhyy
bebek quacky	Wiiii
bebek quacky	Hadiahku blm sampe:((((
Mahen	Icoke uw
Mahen	Km udh hadiah kok
bebek quacky	Mnyeeee
bebek quacky	Hadiahnya foto pake bando anya duluu
Mahen	Walking talking small wuwuw
Mahen	Yeeeeeaaaaa
Mahen	Lesgoooo
Mahen	Lovvvv
Mahen	:)))
bebek quacky	Sweet uw
bebek quacky	Giung uwwww
Mahen	cubitooo
Mahen	cubitablewoewewoewoeoweoweoweoweowolucu
Mahen	kemana aja btw ntar han wkwk
Mahen	diskusi dulu hey
Mahen	hejhej
bebek quacky	Keeeee gramed
bebek quacky	Trs pengen muter2 aja klo ada mau beli shower cap tea sm payunh kecil 
bebek quacky	Klo aku yaa
bebek quacky	Abis itu kamu mau dress up??? Buat kamu?
Mahen	nyemmm
bebek quacky	Dicubit mulu >:(
Mahen	dressup masih thonkang
Mahen	wkwkwk
Mahen	jebew
bebek quacky	Me xhubby
Mahen	okepim
Mahen	pipim
Mahen	pipi + pim
Mahen	pipim
bebek quacky	Panggilan baru?!?!?!
Mahen	:)))))
bebek quacky	Kita liat nangi yaa
Mahen	pipimmmm
bebek quacky	Paling sisanya ice skating dan makann
bebek quacky	Makannya siang dan dinner wkwkwkwkwk
Mahen	bole boleee
bebek quacky	Ke carefour jg beli tisu i guess
Mahen	diantara itu ada apa ya disana
bebek quacky	Wkwkwk
Mahen	beli tisu? okepim
bebek quacky	Nonton? 
Mahen	gk ada mainan ya
Mahen	nontonnn kalo ada yg rame wkwk
Mahen	horror?
bebek quacky	Tp gaada yg rame ya?
bebek quacky	Km katanya gamau nntn hororrr
Mahen	gk ada lagiyang rame selain horror wkwkwk
bebek quacky	Gadaa horor jg:(
Mahen	oala?
Mahen	yaudah disana aja tentuinntya wkwk
Mahen	sleepwelly pimminguu
Mahen	ehehehe
Mahen	excitedpim
bebek quacky	Kumimpiin pommmm
bebek quacky	Sudah kangennyyyy:((
bebek quacky	Apakah wi sudah awakeee???
Mahen	Aoww
bebek quacky	Hehehe ayo sarapan wiiii
Mahen	Nuaws
bebek quacky	Ayo siapsiap ketemu wuwuw
Mahen	Nyemmm
Mahen	Angkat dr tempst tidurr
Mahen	Mandipom
bebek quacky	Kalau udh otw bilangsss
bebek quacky	Kujuga mandipimm
bebek quacky	Baru selesai jemur
bebek quacky	Dan nyuciii
bebek quacky	Sarung tangan kan dr aku
bebek quacky	Tapi kaos kaki dr kamu yaa yg km sendirii
Mahen	Adaa
bebek quacky	Aku kan beda ukuran
Mahen	Okepimming
bebek quacky	Trs aku perlu bawa acome
bebek quacky	Udah otw pim??
Mahen	Otw nowww
Mahen	Gk usaah
bebek quacky	Okkk kuudah kelar mandii
Mahen	Pim
Mahen	Kubeli jco dulu ya
Mahen	Buat izin nyulik sampe malem wkwk
bebek quacky	Hehehe
bebek quacky	Oke
bebek quacky	Berarti km masuk dulu ya?
Mahen	Yoo
Mahen	Kudidepan
Mahen	Tp beli donut dulu yaaa numpang parkir
bebek quacky	Okeee
bebek quacky	Wheres wuuee
bebek quacky	Ngantri uww
bebek quacky	Wheres uww
Mahen	First love
Mahen	Patisserie
Mahen	Depan gramed bgt
Mahen	Bear able
Mahen	able
Mahen	:)
Mahen	Bearpom
Mahen	Ehe tytyy
Mahen	Banyak sekali
Mahen	Wkwk
bebek quacky	Dokumentasi date todayyy
bebek quacky	Hehehwhw
bebek quacky	Pommm
bebek quacky	Kusudah ngantukkyyy
bebek quacky	Mau sleepimmmm
Mahen	Same wkwk
Mahen	Sleepwell hunifa
bebek quacky	Sleepweeelll
bebek quacky	Selamat 2023
Mahen	Yoo
bebek quacky	Bismillah calon jodohku
Mahen	:) amin
bebek quacky	I love you always
Mahen	Aku jugaaaa
bebek quacky	Happy new year!
Mahen	Happy new year pimmingu
bebek quacky	Kubaru bangun hehehwhw
Mahen	Kebopimmmm
bebek quacky	Pom ga tidur lagi??
bebek quacky	Ngapain pagiiiniiiii
bebek quacky	Badanmu pegel2 tak?
bebek quacky	Jompowoew
Mahen	Pokoonya harus mulai ngerjsin deh
Mahen	Pegel bgt iya wkwkwk
Mahen	Jompopimmm
Mahen	Sameee
bebek quacky	This weekend's paper!!
bebek quacky	Ur promise
bebek quacky	Apakah janji woew bisa dipegang???
bebek quacky	Letsseeew
bebek quacky	Pintar wuw
bebek quacky	Myboyfrieeennnddd
Mahen	Your bffff :))
Mahen	Cerita di mobil kemaren, pimming be like 
bebek quacky	Algoritma semua wanita itu!!!!
bebek quacky	Alamiah
bebek quacky	Wkwkwkw
Mahen	looking at pim
Mahen	wkwkwk
bebek quacky	Btw si opil baru berangkat mau nembak cewe
Mahen	 DEMINYA???
Mahen	LETSGOOO
bebek quacky	Kita doakna ya WKWKWK
Mahen	aku bilang goodluck lewat ig gpp gak
bebek quacky	jangaann
bebek quacky	Nnti dia tau aku bikang k km wkwkwk
Mahen	bisi km ketauan bocor ya
Mahen	ckckck
Mahen	wkkwwk
bebek quacky	Sebenernya bkn nembak sih 
bebek quacky	Lebih ke confess
bebek quacky	Wkwkkwwk
Mahen	 sama aja cmon man
bebek quacky	Jd ga minta jawaban
bebek quacky	Gregetan gak wih
Mahen	leh
Mahen	kenapa gk minta wkwkwk
bebek quacky	Cm ngasihin music box nya trs nawarin makan bareng tp krn malu sambil diliatin temennya gt doinya bilang gak usah
bebek quacky	Maluuu
bebek quacky	Kwkqkwkwkw
Mahen	eh udahh??
Mahen	udah beres??
bebek quacky	Udah
bebek quacky	Iya
bebek quacky	Wkwkwkw
Mahen	wooo
Mahen	terus kata ceweknya apa?
Mahen	blom?
bebek quacky	Gatau
Mahen	ato emg gk jawab?
bebek quacky	Blm dibaca suratnya
Mahen	opilnya keliatan gmn? normal?
Mahen	hiii uwu uwu bgt anak muda
bebek quacky	Jd di dlm kadonya ada wuratnya
Mahen	kita juga gitu dulu wkwkwk
bebek quacky	Iya normal
bebek quacky	Wkwkwk
Mahen	<3
bebek quacky	Kita jg uwu uwu skrg
Mahen	skrg mah pimming pimming
Mahen	wkwkwk
bebek quacky	Poke my uw
Mahen	pokederinooo
Mahen	lagi ngerjain reviissiiii
Mahen	wkwkwk
Mahen	wawowuwiw
bebek quacky	Udah mo beres??
Mahen	Bru mulai wkwk
Mahen	Kelaarrr tenangg
bebek quacky	Daritadi wi pleyyy??
bebek quacky	Ketauan wi!!
Mahen	Panicpom
Mahen	munculpim
bebek quacky	Mau foto wieeee
bebek quacky	Wie di 2023
Mahen	wawowww
Mahen	Maloee
Mahen	Mandipom dulu
bebek quacky	Belom mandi dr 2022?!?!
Mahen	Not mandi 1 tahun
Mahen	Smelypom
Mahen	Hey pretty pim
Mahen	My pretty beautiful pim
bebek quacky	Harus sudah tidak smelly nowww
bebek quacky	Mana wangy pim??
bebek quacky	Me??
Mahen	Lagi mandi bgt wkwkwk
Mahen	Ini sambil ngetik
Mahen	Youuu
Mahen	Nonyumput
Mahen	Siniii
bebek quacky	Smort pimmm
bebek quacky	Sorry for interupting 
bebek quacky	I wanna confess something
bebek quacky	U there?
Mahen	Yaa?
Mahen	Knphan??
Mahen	Lgi mandi wkwk
bebek quacky	I really 
bebek quacky	Really 
bebek quacky	Sorry
bebek quacky	I want to marry you
Mahen	Gheheheh
Mahen	Screenshot
bebek quacky	Hue
bebek quacky	Salah
bebek quacky	Salah pom
bebek quacky	Saking degdegannya lupa
bebek quacky	Harsnya im ya bukan i 
bebek quacky	Failed pom
Mahen	Nyehehhehe
bebek quacky	Dah
Mahen	Cutieeepieeeeeee
bebek quacky	Kushy
Mahen	Silucuuu
Mahen	Bertingkaahhh
bebek quacky	Kugajelas
bebek quacky	Bye
Mahen	Aku consider pajang ini ntar di lorong foto2 calon pengantin
Mahen	Eheheh
Mahen	Ada ss line aja 1
Mahen	Ehehheh
Mahen	Noorunning away >:((
Mahen	Catchpimm
bebek quacky	No
bebek quacky	Shy
bebek quacky	Boleh remed ga
bebek quacky	Nnti ssagi
bebek quacky	Lagi
Mahen	Hmmm
Mahen	Idkkk
Mahen	:)))
Mahen	Berarti ntar dikirim lg dong :))))
bebek quacky	Iya dikirim lg
bebek quacky	Hue
bebek quacky	Remed time
bebek quacky	Sorry for interupting 
bebek quacky	I wanna confess somethin
bebek quacky	U there?
bebek quacky	I'm really
bebek quacky	Really
bebek quacky	Sorry
bebek quacky	I want to marry you
Mahen	Ehehehehe
Mahen	Screenshottttt
Mahen	Dilamar dua kaliiii dalam sehariii
Mahen	Kapan lagiii tuuu
bebek quacky	Diendapkan di screenshot saja ya
Mahen	:)))))
bebek quacky	Garahara dumb pim
bebek quacky	Sowwy 
bebek quacky	Dumb pimm
Mahen	Hi
Mahen	Blush
bebek quacky	Blushing pim
bebek quacky	Dear diary
bebek quacky	Tahun 2023 aku dilamar
bebek quacky	Gitu ya pom
bebek quacky	NGUEEEE
Mahen	eheheh
Mahen	ehehhehehehehe
Mahen	eheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheheh
Mahen	suka liat kamu malu
Mahen	kenapa ya
Mahen	kenapapapnapnapanpanpanap
Mahen	liat kamu malu aku jadi malu
Mahen	ehehehe
Mahen	lov
bebek quacky	Malu
bebek quacky	Malu mauin
bebek quacky	Malu maluin
Mahen	kwekikwok
Mahen	gweggygwog
Mahen	dasarpim
Mahen	heypim
Mahen	tadi temenku ada yg lagi main dota
Mahen	ceweknya nge dm steam dong
Mahen	trs keliatan wkwkwk
Mahen	"tower mulu dijaga"
"hatiku kagak :("
Mahen	trs di dm sama temenku yg lagi main
Mahen	malu wkwkwkkwkw
bebek quacky	WKWKWKW
bebek quacky	dia share screen??
Mahen	iya share screen wkwk
bebek quacky	Kwkwkwkwkw
bebek quacky	Kamu jg permah aku chat sambil sharescreen ya
bebek quacky	Itulah rasanya witnessing kebucinan pipel
Mahen	>:((
bebek quacky	Pom baru kepikiran dan shyyyy
bebek quacky	Wkwkkwwkwk
bebek quacky	Nitip
bebek quacky	Jangan lupa beli kuota
bebek quacky	Ku mau sleepiiiimm
bebek quacky	Sleepweeellllll
Mahen	sleepwellypimm
Mahen	Beressuuu
bebek quacky	Keren pooommm
bebek quacky	Morninnggg pommngggg
Mahen	Wawow pimmingu
bebek quacky	Aowww
bebek quacky	Kuhabid makan sianggg
bebek quacky	Kubelum kasih hadiah udh tepatin janji
bebek quacky	Hadiah woking pim
Mahen	:DDD
Mahen	pimlavvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv
Mahen	decutieeee huggg
bebek quacky	Huggedddd
bebek quacky	Heheheh
Mahen	nyimnyemnyomnyumnyam
Mahen	lagi makan?
bebek quacky	Tadi udaah
bebek quacky	Ini lg otw hommm
Mahen	Hompim
bebek quacky	Kutergoda jajan kopi hehehehehe
bebek quacky	Persis seperti ini
Mahen	Gweggy...
Mahen	Awas maag
Mahen	Pokepimlav
Mahen	Wawaow
bebek quacky	Kopi enyaaakkkk
bebek quacky	Aowwwwww
Mahen	Hanhinhunhenhon
Mahen	Hehehe
Mahen	Lov hehehe
bebek quacky	Terkena virus han???
Mahen	Gk tau
Mahen	Main game ah
bebek quacky	Tsun uwwwww
bebek quacky	Ada yg udh angyy padahal masih seninnnn
Mahen	WKWKWKKWKWKWK
Mahen	Guiltypomm
bebek quacky	Sudah eat kah pom?
Mahen	eat kfc burger
Mahen	fatpomagain
Mahen	youupim???
bebek quacky	Ayam rendang
bebek quacky	Hue
bebek quacky	Enyaak?
Mahen	enakk
Mahen	burger ikan
Mahen	teksturnya suka
Mahen	mauu
bebek quacky	Keasinann
bebek quacky	Wie tdk begitu like rendang
bebek quacky	Wkwkwkw
Mahen	balanced kan km manis
Mahen	knp beli rendang wkwk
bebek quacky	Mencari kesempatan gombal?
Mahen	ibu km beli random?

bebek quacky	Aku mah ga eprnah beli
bebek quacky	Makan yg ada aja
Mahen	oh ibu km bikin??
bebek quacky	Bukaan
bebek quacky	Ibu aku beli
bebek quacky	Pimm saatnya siap2 sleeeeppp
Mahen	nyop
Mahen	hugtime
bebek quacky	Hug sampe sleepp??
bebek quacky	Btw kuudah namatin salah satu novel yg beli pas di pvj 
Mahen	wtf wkwkwk
Mahen	bagus gak? yang mana?
bebek quacky	Bagussss
bebek quacky	Wie likeeee
bebek quacky	Yg iniii
Mahen	ini yang ngasih kehidupan baru tea?
bebek quacky	<250 halaman sihh
Mahen	twistnya apa?
Mahen	yg punya jahat?
bebek quacky	Gaada twistmya.tp.lebih ke makna hidup
bebek quacky	Aku malah lbh suka yg giniiii
bebek quacky	Bikin mikirrr
Mahen	thonkangpim
bebek quacky	Saatnya sleepim
bebek quacky	Btw aku saking kedinginannya td malem mimpi gempa 
bebek quacky	Gataunya aku yg gemeter krn dingin
bebek quacky	Wkwkwkw
Mahen	hugpim
bebek quacky	Why pagi2 so colllddd
Mahen	Iya dingin wkwkwk
Mahen	Bosenmeeting
Mahen	Pimlav
Mahen	ini beneran humor aku han sorry, kalo km gk ngerti..
bebek quacky	Kungerty kokkk
bebek quacky	Banyak di twitter hahahahaah
bebek quacky	Tp ver upin ipin
Mahen	Km nonton boboiboy???
Mahen	Oala wkwkwk
bebek quacky	Bosen meeting poking??
bebek quacky	Kuwokwok
bebek quacky	Ku di meja yg dpn manager teaa kan minggu lalu mah di mrja dendiri
bebek quacky	Jd lateresp an minggu inii
bebek quacky	Nggaa
bebek quacky	Tp bnyk org yg ngomongin di twitter ajaa hahaha
Mahen	Tapapowiw
Mahen	Wkwkwkwk okk
bebek quacky	Wuwuw yang manaa?
bebek quacky	Aku mah ke adek namain kontak aja jelek
bebek quacky	Tp klo ke ayang uwuwww
bebek quacky	Yang mana di sinii
bebek quacky	Run wieeee???
bebek quacky	Catchhh
bebek quacky	Im homeee
Mahen	HOMEPIM :DDDDDDDDDDD
Mahen	superrrrrhugggggg
Mahen	Homepim cuter than workpim >:(
Mahen	Maridihomsajapim
bebek quacky	:(((((
bebek quacky	Mo cute jg di workkk
bebek quacky	Why cuterre
bebek quacky	Bcs bisa wuggyhuggy?
bebek quacky	Bcs wi kangenny? 
bebek quacky	Tah di kusrek2
bebek quacky	Sama orang belom mandi
Mahen	Bcs mnnynynmynynynynnmm
Mahen	Idk
bebek quacky	Ehheheheh
bebek quacky	Nularin bauuuu
Mahen	Smellypim!
Mahen	Cubito
bebek quacky	Skrg ku wanggypim
bebek quacky	Kamu jd smellypom
Mahen	:O
bebek quacky	Smewwy
bebek quacky	Ku mandi duluuu
bebek quacky	Imbackk dengan kewangian
bebek quacky	Woew 
bebek quacky	Ku punya requesttt
Mahen	mlem
Mahen	yesss??
bebek quacky	Nanti kalau hadiahku udah dateng mau minidate makan ke tempat yg kumau >:(
bebek quacky	Nyem >:(
Mahen	:))) boleh
Mahen	Dimanakah ituuu
bebek quacky	Ada ramen dan dimsum baru depan griya
Mahen	Emosipimmm
Mahen	So cutee
Mahen	Smol angy woewiweww
bebek quacky	Hepi kamuuu???! 
Mahen	:D
Mahen	yeppppppppp
Mahen	yep 20x
Mahen	kiss 20x
Mahen	love 200000000000000x
bebek quacky	Hehehehe kutadi sleepim
bebek quacky	Maksudnya gimanaa??
bebek quacky	Kumau sleep benerannnn
Mahen	pakaian mendaki gunung wanita
bebek quacky	Sleepwellll
Mahen	sleepwelllyyy
bebek quacky	Gununungnya wanita???
Mahen	itu jokenya wkkwk
bebek quacky	Dasar cowoo
bebek quacky	Nakalmuluu otaknyaaa
bebek quacky	Hehh
Mahen	sowwy
Mahen	Piemmieeng
Mahen	Aku ngomong morningnya skrg aja ya wkwkw
Mahen	Gooddd morninggg
bebek quacky	Kamu begadaang?
bebek quacky	Ohnyoooo
bebek quacky	Ngapain uw
bebek quacky	Morninggggg
Mahen	Krja...
bebek quacky	Woking uwww
bebek quacky	Kuhariini superkeosss
bebek quacky	Baru sempet minum jam 11 an 
bebek quacky	Ada drama lagi
Mahen	Dramapim
Mahen	Stay away heh >:( cubit sampe jauh
Mahen	Dramawott
bebek quacky	Drama salah formula
bebek quacky	Trs yg udh dibikin jadi dibuang
bebek quacky	Garahara miskom
Mahen	Yaampunn
Mahen	Ditegur tak?
bebek quacky	Ngga sih
bebek quacky	Sbnrnya yg salah spv aku
Mahen	Icokemysmolwuw
Mahen	Hugdulusini
Mahen	Spv??
bebek quacky	Kayak ga ngecek excel lagi
bebek quacky	Jd miskom
bebek quacky	Supervisor
Mahen	Asisten?
Mahen	Ohh
Mahen	Bukan salah km dong hehe
Mahen	Tegur dia >:)
bebek quacky	Dasarrr
bebek quacky	Tak boleh
bebek quacky	Dia udh minta maaf sihhh
bebek quacky	Ku back to wok dulu pimsss
Mahen	Nowokkkk
Mahen	Jangan deng ngeganggu tehee
bebek quacky	Saatnya gohomeeee
bebek quacky	Hueeee
bebek quacky	Mo wuwuw sajaaa
Mahen	wuwuuwuwuwieuwieuwieuwieuwieuwieulovwuieuweiwueiwue
bebek quacky	Ada lovvv 
Mahen	Ketagihan hanifa time
Mahen	Nyaws
bebek quacky	Mueeeee
bebek quacky	Kalau ketagihan time makin pengen roomate:(
bebek quacky	Wuw hari ini bagaimanaaa
Mahen	Wuw hari ini
Mahen	Capek
Mahen	Karena gawe mulu
Mahen	Ingin gawe di cafe euy...
Mahen	Dimana ya yg enak tempstnya...
Mahen	Ku abisbnganter ortuu ke stasiunn
Mahen	Mo ke solo sampe minggu wkwkw
Mahen	Pokepimlav
Mahen	Giopzzspdpspzpzpzpzopspz
bebek quacky	Waaa uw home alone algiii
bebek quacky	Kujuga cape gawe
bebek quacky	Ku bahkan batalin gajadi ikut workshop sabtu saking pengen di rumah aja krn capeeee
bebek quacky	Yg coffee brewspace teaa
bebek quacky	Yg aku bilang wkt ituu
bebek quacky	Btw sbb aku td ketiduran wkwkwk
bebek quacky	Gi baru makannn
Mahen	Hih kebo pim
Mahen	You
Mahen	Nyemm
Mahen	Weh wkkwk
bebek quacky	Kutired pomm
bebek quacky	Km tired pengen keluar
bebek quacky	Aku tired ingin di rumah
bebek quacky	Dasar wkwkwkwwk
bebek quacky	Cuti hanya wacana wkwkkw grgr gaada alasannya
Mahen	Kebalikwoewiew
Mahen	Cari alasan laaa wkwkwk
Mahen	Ingin istirahat
bebek quacky	Nanti abis lembur aja, alasannya ngurus STRA. pdhl aslinya bisa malem tp keburu capek
bebek quacky	Wmwkwkwk
bebek quacky	Kadang bingung aku capek, atau cm kurang kafein aja
Mahen	WKWKWKWK
bebek quacky	Tp beneran akhir2 ini kerasa kegencet dr bawah dan atas sih
Mahen	Kebanyakan kafein :(
bebek quacky	Kayak yg dibawah sebel krn yg diatas bnyk request, ngomongnya ke aku
Mahen	Flatpim dong
bebek quacky	Yg diatas banyak kejaran
bebek quacky	Tidaaaakkk
bebek quacky	Kuranggg
Mahen	Yaampun....
bebek quacky	Iya seperti ini
Mahen	Cuti istirahat han....
bebek quacky	Nyew
bebek quacky	Iyaa:(((( 
bebek quacky	Kuakan segera cuti saat ada kesempatan
bebek quacky	Hikseu
Mahen	Cuti hug
Mahen	Permisi bu >:(
bebek quacky	Ayocutibersamakuuu
Mahen	Pim butuh hug >:(
Mahen	Bye
Mahen	Gituu
Mahen	:) sok
bebek quacky	Kapannipimmm
bebek quacky	Ga dikasih hug
bebek quacky	Dikasihnya kisssssss
